transaction_id,zone,section,category,price,stock_level,units_sold,promotion,date
927,Women,Clothing,Bottoms,68.66,134,17,No,2025-07-20
928,Men,Clothing,Dresses,86.26,154,14,No,2025-10-03
929,Men,Clothing,Tops,26.59,82,39,No,2025-01-17
930,Men,Perfume,Perfume,72.03,100,11,No,2025-07-16
931,Women,Clothing,Outerwear,92.6,171,6,No,2025-02-26
932,Kids,Accessories,Footwear,73.39,107,15,Yes,2025-07-28
933,Men,Perfume,Perfume,21.74,28,19,Yes,2025-07-07
934,Men,Perfume,Perfume,54.59,128,16,No,2025-08-01
935,Men,Clothing,Outerwear,88.32,142,12,Yes,2025-04-13
936,Women,Accessories,Footwear,127.03,46,22,No,2025-03-23
937,Women,Perfume,Perfume,63.08,90,8,Yes,2025-02-07
938,Kids,Clothing,Outerwear,164.05,198,4,No,2025-08-08
939,Women,Perfume,Perfume,78.0,172,16,Yes,2025-07-25
940,Women,Perfume,Perfume,36.41,167,10,Yes,2025-03-29
941,Men,Clothing,Tops,29.2,159,19,No,2025-06-27
942,Women,Accessories,Footwear,127.74,165,6,No,2025-04-18
943,Women,Clothing,Bottoms,46.2,60,23,No,2025-04-29
944,Women,Accessories,Footwear,93.65,77,23,Yes,2025-02-13
945,Kids,Accessories,Footwear,115.94,179,7,No,2025-12-08
946,Women,Perfume,Perfume,24.36,95,20,Yes,2025-09-26
947,Women,Accessories,Accessories,31.46,71,15,No,2025-08-07
948,Men,Perfume,Perfume,28.36,23,7,No,2025-12-23
949,Women,Perfume,Perfume,36.01,127,12,Yes,2025-10-29
950,Women,Clothing,Tops,44.0,183,17,Yes,2025-12-03
951,Men,Accessories,Accessories,33.33,85,29,Yes,2025-01-22
952,Kids,Clothing,Tops,53.8,159,33,No,2025-04-13
953,Kids,Clothing,Outerwear,72.53,31,14,No,2025-12-19
954,Men,Sportswear,Sportswear,48.72,147,17,Yes,2025-01-05
955,Women,Perfume,Perfume,63.33,136,14,No,2025-06-11
956,Kids,Accessories,Accessories,16.99,90,22,No,2025-10-24
957,Kids,Accessories,Footwear,69.05,197,20,No,2025-07-18
958,Kids,Clothing,Outerwear,164.12,144,8,Yes,2025-03-11
959,Women,Accessories,Footwear,109.1,108,19,No,2025-12-15
960,Men,Clothing,Bottoms,40.62,133,19,Yes,2025-10-01
961,Women,Accessories,Accessories,35.99,83,19,Yes,2025-05-03
962,Women,Perfume,Perfume,29.8,73,10,Yes,2025-06-05
963,Women,Accessories,Accessories,24.02,78,14,No,2025-06-30
964,Kids,Clothing,Bottoms,55.04,110,17,Yes,2025-05-08
965,Kids,Accessories,Accessories,17.8,57,14,No,2025-08-14
966,Men,Perfume,Perfume,47.24,67,23,No,2025-12-15
967,Women,Clothing,Dresses,50.46,23,7,No,2025-01-29
968,Kids,Clothing,Dresses,71.8,174,5,No,2025-08-11
969,Women,Accessories,Footwear,45.87,130,22,No,2025-04-09
970,Kids,Clothing,Bottoms,69.3,44,15,No,2025-07-10
971,Kids,Accessories,Footwear,45.78,88,13,No,2025-07-07
972,Women,Clothing,Tops,43.85,95,13,No,2025-02-18
973,Kids,Accessories,Footwear,72.41,152,18,No,2025-12-12
974,Women,Perfume,Perfume,36.09,91,9,Yes,2025-05-03
975,Men,Sportswear,Sportswear,57.87,199,19,No,2025-07-27
976,Kids,Clothing,Outerwear,164.32,174,7,No,2025-11-14
977,Kids,Accessories,Footwear,124.39,27,5,No,2025-11-16
978,Women,Clothing,Bottoms,66.44,104,24,No,2025-10-29
979,Kids,Accessories,Accessories,25.81,28,24,No,2025-10-12
980,Women,Clothing,Dresses,54.07,90,13,No,2025-12-02
981,Women,Accessories,Accessories,34.58,92,34,No,2025-08-04
982,Men,Accessories,Accessories,32.06,190,37,No,2025-08-03
983,Men,Clothing,Dresses,42.35,183,13,Yes,2025-10-29
984,Women,Clothing,Outerwear,163.03,148,8,No,2025-06-02
985,Women,Clothing,Tops,42.1,77,15,No,2025-11-10
986,Women,Accessories,Accessories,34.28,169,14,No,2025-01-24
987,Men,Clothing,Outerwear,111.84,136,5,No,2025-04-15
988,Kids,Clothing,Dresses,76.47,64,17,Yes,2025-02-04
989,Kids,Clothing,Tops,25.48,163,24,No,2025-09-24
990,Men,Perfume,Perfume,49.6,87,15,No,2025-03-16
991,Women,Accessories,Accessories,37.18,197,32,No,2025-02-08
992,Kids,Accessories,Accessories,36.36,180,14,No,2025-01-02
993,Men,Perfume,Perfume,30.12,151,24,No,2025-06-13
994,Men,Clothing,Bottoms,37.53,131,8,Yes,2025-08-05
995,Women,Perfume,Perfume,67.73,147,23,Yes,2025-04-17
996,Men,Sportswear,Sportswear,71.2,119,8,Yes,2025-06-29
997,Men,Accessories,Footwear,51.22,165,6,No,2025-10-27
998,Kids,Clothing,Tops,19.62,109,30,No,2025-07-07
999,Kids,Clothing,Outerwear,110.97,68,6,Yes,2025-06-25
1000,Women,Accessories,Accessories,30.57,122,35,Yes,2025-01-02
1001,Kids,Clothing,Tops,53.57,101,25,No,2025-01-29
1002,Kids,Accessories,Accessories,12.35,152,26,Yes,2025-02-01
1003,Women,Perfume,Perfume,30.49,64,14,No,2025-04-10
1004,Women,Clothing,Dresses,84.73,144,22,No,2025-05-23
1005,Women,Accessories,Accessories,30.42,23,27,No,2025-06-21
1006,Kids,Accessories,Accessories,29.57,133,39,Yes,2025-04-12
1007,Men,Accessories,Footwear,122.13,39,20,No,2025-07-15
1008,Kids,Accessories,Accessories,38.96,56,17,No,2025-08-24
1009,Men,Accessories,Accessories,39.32,156,19,Yes,2025-05-06
1010,Kids,Accessories,Footwear,64.45,150,13,No,2025-03-03
1011,Kids,Accessories,Footwear,77.45,160,11,No,2025-11-07
1012,Kids,Clothing,Dresses,34.2,60,16,Yes,2025-02-16
1013,Women,Accessories,Accessories,35.29,77,19,No,2025-09-13
1014,Kids,Clothing,Outerwear,150.34,49,8,Yes,2025-02-24
1015,Kids,Clothing,Tops,36.35,145,33,No,2025-10-26
1016,Women,Clothing,Dresses,78.82,30,11,No,2025-05-26
1017,Men,Sportswear,Sportswear,30.15,65,16,No,2025-07-06
1018,Women,Accessories,Accessories,32.08,143,39,No,2025-11-09
1019,Kids,Clothing,Tops,53.32,44,28,No,2025-07-26
1020,Kids,Clothing,Tops,15.9,45,36,No,2025-06-19
1021,Men,Perfume,Perfume,64.79,52,23,No,2025-04-07
1022,Kids,Accessories,Accessories,21.49,115,21,No,2025-04-16
1023,Men,Clothing,Outerwear,109.88,41,14,Yes,2025-04-17
1024,Kids,Clothing,Tops,46.55,136,39,No,2025-07-24
1025,Kids,Clothing,Dresses,56.49,185,6,No,2025-02-15
1026,Women,Accessories,Footwear,104.68,174,13,No,2025-11-26
1027,Men,Perfume,Perfume,33.06,89,18,No,2025-09-19
1028,Women,Perfume,Perfume,76.09,161,23,Yes,2025-04-14
1029,Women,Clothing,Outerwear,115.04,157,6,No,2025-01-09
1030,Kids,Accessories,Footwear,116.78,70,6,Yes,2025-05-11
1031,Kids,Accessories,Footwear,116.96,195,21,No,2025-07-29
1032,Kids,Clothing,Bottoms,68.49,86,15,Yes,2025-05-09
1033,Kids,Accessories,Accessories,22.38,31,22,No,2025-10-20
1034,Men,Sportswear,Sportswear,79.34,118,8,No,2025-11-10
1035,Women,Clothing,Tops,43.59,162,37,Yes,2025-10-26
1036,Women,Clothing,Bottoms,58.1,21,6,No,2025-08-20
1037,Women,Clothing,Tops,44.26,44,25,Yes,2025-11-19
1038,Women,Accessories,Footwear,73.19,106,5,No,2025-12-28
1039,Kids,Accessories,Accessories,33.16,119,37,No,2025-05-07
1040,Kids,Accessories,Footwear,124.28,95,11,No,2025-09-05
1041,Women,Accessories,Accessories,35.5,156,30,No,2025-04-09
1042,Kids,Clothing,Dresses,62.25,180,11,No,2025-06-14
1043,Kids,Accessories,Footwear,44.01,106,6,No,2025-01-27
1044,Kids,Accessories,Accessories,27.98,77,14,No,2025-12-07
1045,Men,Sportswear,Sportswear,52.44,57,24,No,2025-05-01
1046,Women,Accessories,Accessories,14.48,20,28,No,2025-02-17
1047,Men,Clothing,Tops,43.94,113,14,No,2025-12-25
1048,Men,Clothing,Tops,20.38,143,30,No,2025-03-10
1049,Women,Clothing,Bottoms,50.84,35,22,Yes,2025-07-24
1050,Men,Accessories,Accessories,38.89,131,24,No,2025-06-27
1051,Men,Sportswear,Sportswear,44.58,34,8,Yes,2025-11-21
1052,Women,Clothing,Dresses,82.42,68,22,No,2025-03-31
1053,Men,Sportswear,Sportswear,40.9,48,18,No,2025-10-16
1054,Men,Clothing,Outerwear,116.95,161,14,No,2025-10-02
1055,Men,Perfume,Perfume,40.46,170,18,Yes,2025-01-18
1056,Men,Clothing,Bottoms,49.68,36,23,Yes,2025-04-30
1057,Men,Accessories,Footwear,90.17,93,14,No,2025-01-11
1058,Kids,Accessories,Footwear,55.35,146,21,Yes,2025-09-29
1059,Kids,Accessories,Footwear,89.65,31,7,No,2025-06-27
1060,Kids,Accessories,Footwear,63.24,60,10,No,2025-06-02
1061,Women,Clothing,Bottoms,56.56,185,7,No,2025-04-13
1062,Men,Perfume,Perfume,53.82,64,6,No,2025-08-25
1063,Women,Clothing,Dresses,71.0,65,14,Yes,2025-08-20
1064,Women,Clothing,Tops,58.94,44,36,No,2025-12-04
1065,Women,Accessories,Accessories,31.07,83,17,Yes,2025-12-28
1066,Women,Perfume,Perfume,32.12,111,7,No,2025-09-24
1067,Kids,Clothing,Bottoms,54.11,106,23,Yes,2025-04-11
1068,Men,Perfume,Perfume,72.81,126,16,Yes,2025-09-28
1069,Women,Accessories,Footwear,97.37,109,23,No,2025-07-13
1070,Kids,Accessories,Accessories,13.54,37,32,Yes,2025-04-28
1071,Women,Perfume,Perfume,79.61,158,16,No,2025-06-30
1072,Kids,Accessories,Footwear,56.86,58,14,No,2025-07-30
1073,Women,Clothing,Bottoms,66.93,69,17,No,2025-11-30
1074,Men,Clothing,Tops,40.49,168,35,No,2025-08-31
1075,Men,Sportswear,Sportswear,45.32,114,6,No,2025-07-25
1076,Kids,Accessories,Footwear,91.45,85,6,No,2025-12-03
1077,Kids,Accessories,Footwear,75.06,177,21,Yes,2025-11-22
1078,Kids,Accessories,Footwear,63.11,107,9,Yes,2025-12-24
1079,Women,Perfume,Perfume,20.13,43,5,No,2025-11-28
1080,Men,Perfume,Perfume,24.35,143,11,No,2025-06-11
1081,Kids,Accessories,Footwear,48.14,112,14,Yes,2025-07-29
1082,Women,Accessories,Footwear,44.61,125,17,No,2025-04-10
1083,Men,Clothing,Outerwear,92.15,91,8,No,2025-10-09
1084,Men,Clothing,Dresses,51.7,187,11,No,2025-02-22
1085,Women,Accessories,Footwear,46.34,127,20,No,2025-08-18
1086,Men,Perfume,Perfume,50.07,130,14,No,2025-03-24
1087,Kids,Accessories,Accessories,21.72,170,38,Yes,2025-10-17
1088,Women,Perfume,Perfume,64.43,67,23,No,2025-10-31
1089,Men,Accessories,Accessories,31.6,127,34,No,2025-04-29
1090,Kids,Accessories,Accessories,10.54,87,28,Yes,2025-10-11
1091,Men,Perfume,Perfume,70.18,180,20,Yes,2025-10-13
1092,Women,Perfume,Perfume,31.43,195,6,Yes,2025-09-19
1093,Kids,Clothing,Bottoms,65.98,142,6,No,2025-09-15
1094,Men,Clothing,Dresses,65.45,120,5,No,2025-08-24
1095,Kids,Accessories,Accessories,26.88,174,10,No,2025-10-16
1096,Women,Clothing,Outerwear,111.85,76,11,No,2025-03-28
1097,Kids,Accessories,Accessories,31.54,73,29,No,2025-11-19
1098,Women,Perfume,Perfume,62.13,65,15,No,2025-10-22
1099,Kids,Clothing,Outerwear,79.63,155,7,No,2025-12-14
1100,Women,Perfume,Perfume,68.53,36,5,No,2025-11-04
1101,Women,Clothing,Outerwear,101.06,132,14,No,2025-07-05
1102,Men,Clothing,Dresses,71.1,134,17,No,2025-11-09
1103,Kids,Accessories,Footwear,57.4,132,13,No,2025-01-12
1104,Women,Clothing,Outerwear,64.51,30,7,Yes,2025-02-22
1105,Women,Accessories,Accessories,13.77,148,33,No,2025-09-10
1106,Women,Perfume,Perfume,58.71,178,10,No,2025-07-15
1107,Kids,Accessories,Accessories,39.4,77,38,No,2025-04-13
1108,Kids,Accessories,Accessories,27.08,125,39,No,2025-08-20
1109,Men,Clothing,Dresses,86.7,138,8,No,2025-05-25
1110,Women,Clothing,Tops,35.5,47,37,No,2025-08-11
1111,Kids,Clothing,Bottoms,66.64,120,13,Yes,2025-08-12
1112,Women,Perfume,Perfume,51.55,104,17,No,2025-08-28
1113,Women,Perfume,Perfume,26.37,160,15,Yes,2025-04-09
1114,Kids,Clothing,Tops,43.28,86,39,No,2025-02-06
1115,Kids,Accessories,Footwear,47.93,71,5,No,2025-10-25
1116,Women,Accessories,Accessories,19.89,170,37,No,2025-03-05
1117,Kids,Accessories,Accessories,27.49,35,26,No,2025-06-15
1118,Women,Clothing,Outerwear,172.88,109,13,Yes,2025-03-20
1119,Men,Perfume,Perfume,45.49,159,11,No,2025-08-12
1120,Women,Accessories,Footwear,81.87,182,6,Yes,2025-07-01
1121,Men,Accessories,Accessories,38.43,155,34,Yes,2025-12-12
1122,Women,Perfume,Perfume,76.48,140,16,Yes,2025-03-11
1123,Kids,Accessories,Accessories,21.36,77,36,No,2025-02-15
1124,Women,Perfume,Perfume,59.41,97,11,Yes,2025-06-11
1125,Kids,Accessories,Footwear,78.79,142,16,No,2025-04-23
1126,Women,Accessories,Accessories,37.2,154,31,No,2025-05-11
1127,Kids,Accessories,Footwear,71.26,63,16,No,2025-11-11
1128,Women,Perfume,Perfume,68.69,165,17,No,2025-11-14
1129,Kids,Clothing,Bottoms,59.05,179,14,No,2025-11-22
1130,Kids,Clothing,Dresses,69.0,120,21,Yes,2025-07-23
1131,Men,Sportswear,Sportswear,57.59,101,23,No,2025-10-30
1132,Women,Accessories,Footwear,74.52,58,21,Yes,2025-08-25
1133,Women,Perfume,Perfume,44.65,148,21,No,2025-10-20
1134,Kids,Clothing,Tops,24.98,112,39,No,2025-10-07
1135,Kids,Clothing,Bottoms,56.34,160,23,No,2025-12-10
1136,Men,Sportswear,Sportswear,26.68,94,17,No,2025-12-25
1137,Kids,Clothing,Tops,48.17,94,38,No,2025-01-16
1138,Kids,Clothing,Outerwear,179.83,191,13,No,2025-04-12
1139,Men,Clothing,Dresses,43.96,80,11,No,2025-11-22
1140,Kids,Clothing,Tops,35.7,38,13,Yes,2025-04-23
1141,Men,Clothing,Outerwear,92.23,172,2,No,2025-04-25
1142,Women,Accessories,Footwear,79.79,96,9,No,2025-02-21
1143,Kids,Accessories,Accessories,31.39,164,32,Yes,2025-11-05
1144,Men,Accessories,Accessories,15.51,105,14,Yes,2025-01-06
1145,Men,Clothing,Dresses,53.19,108,11,Yes,2025-09-27
1146,Men,Clothing,Dresses,72.41,35,24,No,2025-01-08
1147,Kids,Clothing,Tops,57.39,98,31,Yes,2025-05-30
1148,Women,Clothing,Tops,47.36,152,35,Yes,2025-11-30
1149,Kids,Clothing,Tops,53.45,113,12,Yes,2025-01-12
1150,Men,Perfume,Perfume,54.9,196,24,Yes,2025-07-04
1151,Men,Accessories,Footwear,63.26,143,10,No,2025-02-12
1152,Kids,Clothing,Tops,49.38,56,15,No,2025-01-22
1153,Men,Sportswear,Sportswear,57.46,98,12,No,2025-06-25
1154,Women,Clothing,Dresses,59.1,125,5,No,2025-02-05
1155,Women,Accessories,Accessories,20.37,58,16,No,2025-02-21
1156,Kids,Clothing,Outerwear,122.96,77,9,No,2025-05-08
1157,Kids,Clothing,Outerwear,70.25,149,7,Yes,2025-10-26
1158,Kids,Accessories,Accessories,12.71,34,22,No,2025-05-18
1159,Women,Perfume,Perfume,73.53,90,19,No,2025-04-15
1160,Women,Accessories,Accessories,17.54,185,39,Yes,2025-03-06
1161,Women,Clothing,Tops,30.6,167,38,No,2025-03-29
1162,Kids,Accessories,Footwear,75.51,148,5,No,2025-10-19
1163,Men,Perfume,Perfume,23.8,114,17,No,2025-07-24
1164,Women,Accessories,Footwear,87.48,84,21,No,2025-06-12
1165,Kids,Clothing,Outerwear,123.55,73,8,Yes,2025-10-12
1166,Kids,Clothing,Bottoms,61.96,161,16,No,2025-12-16
1167,Women,Accessories,Accessories,20.77,141,19,Yes,2025-06-07
1168,Kids,Clothing,Bottoms,39.09,41,6,No,2025-05-09
1169,Men,Sportswear,Sportswear,54.98,119,12,No,2025-04-15
1170,Women,Accessories,Footwear,51.74,186,13,Yes,2025-02-17
1171,Women,Perfume,Perfume,33.84,35,5,No,2025-07-30
1172,Women,Clothing,Outerwear,131.53,81,9,Yes,2025-06-10
1173,Women,Accessories,Accessories,23.79,101,20,No,2025-05-12
1174,Men,Sportswear,Sportswear,63.98,165,6,Yes,2025-02-27
1175,Kids,Clothing,Bottoms,55.57,144,14,No,2025-03-26
1176,Men,Sportswear,Sportswear,66.12,88,13,Yes,2025-11-16
1177,Men,Perfume,Perfume,25.19,170,16,No,2025-04-15
1178,Women,Perfume,Perfume,74.91,28,21,No,2025-07-07
1179,Women,Clothing,Tops,58.76,81,38,No,2025-06-13
1180,Men,Perfume,Perfume,35.86,55,20,No,2025-07-15
1181,Women,Accessories,Footwear,78.68,123,10,No,2025-01-29
1182,Kids,Accessories,Footwear,44.93,20,11,No,2025-09-28
1183,Men,Sportswear,Sportswear,73.11,124,6,No,2025-02-02
1184,Women,Perfume,Perfume,69.55,103,5,Yes,2025-05-13
1185,Kids,Clothing,Bottoms,68.46,128,15,Yes,2025-12-20
1186,Men,Accessories,Accessories,28.84,118,38,No,2025-10-14
1187,Men,Perfume,Perfume,77.47,27,17,No,2025-07-16
1188,Women,Accessories,Accessories,10.38,39,25,No,2025-10-20
1189,Men,Sportswear,Sportswear,54.45,141,7,No,2025-08-03
1190,Women,Accessories,Accessories,33.11,41,15,Yes,2025-12-16
1191,Women,Accessories,Footwear,100.85,91,20,No,2025-01-15
1192,Men,Sportswear,Sportswear,75.52,65,9,Yes,2025-06-15
1193,Kids,Clothing,Outerwear,94.66,167,6,No,2025-06-27
1194,Women,Accessories,Footwear,86.3,129,23,No,2025-09-04
1195,Men,Clothing,Dresses,34.3,109,19,No,2025-05-25
1196,Kids,Clothing,Tops,15.87,82,38,No,2025-06-02
1197,Kids,Accessories,Accessories,12.16,41,34,No,2025-01-26
1198,Women,Clothing,Bottoms,42.13,32,6,No,2025-03-14
1199,Men,Perfume,Perfume,45.65,50,6,No,2025-10-24
1200,Women,Accessories,Footwear,83.71,141,9,No,2025-11-26
1201,Kids,Accessories,Accessories,35.63,194,20,No,2025-02-14
1202,Men,Sportswear,Sportswear,51.56,94,13,No,2025-10-01
1203,Kids,Accessories,Footwear,83.51,50,12,Yes,2025-05-08
1204,Women,Accessories,Accessories,16.89,38,17,Yes,2025-08-11
1205,Kids,Clothing,Bottoms,32.09,164,18,No,2025-07-09
1206,Women,Clothing,Bottoms,69.11,158,24,Yes,2025-06-24
1207,Women,Perfume,Perfume,65.3,23,16,No,2025-02-16
1208,Women,Perfume,Perfume,32.62,103,8,No,2025-03-14
1209,Men,Clothing,Bottoms,55.53,121,14,Yes,2025-11-10
1210,Kids,Accessories,Accessories,23.37,96,35,No,2025-03-07
1211,Women,Accessories,Footwear,67.51,161,20,Yes,2025-12-18
1212,Men,Clothing,Bottoms,35.46,160,19,Yes,2025-07-28
1213,Kids,Accessories,Footwear,40.64,31,24,No,2025-02-28
1214,Men,Clothing,Tops,31.88,68,28,No,2025-10-13
1215,Kids,Accessories,Accessories,36.12,111,39,No,2025-04-04
1216,Men,Clothing,Dresses,54.86,34,24,Yes,2025-03-05
1217,Women,Accessories,Footwear,116.49,191,15,Yes,2025-07-09
1218,Men,Sportswear,Sportswear,67.42,76,23,Yes,2025-01-20
1219,Men,Sportswear,Sportswear,44.4,92,6,No,2025-05-13
1220,Kids,Clothing,Outerwear,156.58,195,14,No,2025-09-28
1221,Men,Accessories,Accessories,12.5,33,13,No,2025-12-27
1222,Women,Perfume,Perfume,62.35,130,5,Yes,2025-10-10
1223,Kids,Clothing,Outerwear,152.01,76,9,No,2025-04-21
1224,Men,Perfume,Perfume,34.47,39,9,Yes,2025-05-02
1225,Men,Perfume,Perfume,56.4,42,20,Yes,2025-11-03
1226,Men,Accessories,Footwear,113.51,70,13,No,2025-11-07
1227,Men,Perfume,Perfume,22.4,129,8,No,2025-08-31
1228,Men,Accessories,Footwear,92.72,128,16,No,2025-07-09
1229,Women,Accessories,Footwear,53.83,82,24,Yes,2025-10-08
1230,Kids,Accessories,Accessories,14.52,108,12,No,2025-06-26
1231,Women,Clothing,Outerwear,118.45,91,6,No,2025-05-27
1232,Kids,Clothing,Dresses,57.81,163,5,No,2025-09-14
1233,Women,Accessories,Accessories,38.3,109,24,No,2025-09-27
1234,Men,Sportswear,Sportswear,49.75,162,23,No,2025-10-10
1235,Women,Perfume,Perfume,51.3,91,8,No,2025-12-28
1236,Men,Clothing,Bottoms,52.96,132,21,Yes,2025-07-11
1237,Kids,Clothing,Bottoms,41.91,166,17,No,2025-07-06
1238,Women,Perfume,Perfume,22.28,174,13,No,2025-01-28
1239,Men,Clothing,Tops,31.05,82,14,No,2025-07-29
1240,Kids,Accessories,Accessories,36.69,123,21,Yes,2025-11-26
1241,Women,Perfume,Perfume,24.02,77,13,Yes,2025-09-10
1242,Kids,Accessories,Footwear,59.08,86,22,No,2025-08-01
1243,Men,Sportswear,Sportswear,42.11,156,11,No,2025-04-02
1244,Kids,Clothing,Outerwear,74.7,63,7,No,2025-08-06
1245,Women,Clothing,Bottoms,32.79,76,22,No,2025-11-23
1246,Women,Accessories,Footwear,100.42,122,14,No,2025-12-31
1247,Men,Perfume,Perfume,60.14,32,7,No,2025-10-04
1248,Kids,Accessories,Footwear,124.02,182,19,No,2025-09-19
1249,Women,Clothing,Outerwear,134.14,199,4,Yes,2025-08-11
1250,Men,Accessories,Footwear,64.33,97,23,No,2025-09-28
1251,Women,Clothing,Outerwear,148.45,185,11,No,2025-05-05
1252,Kids,Clothing,Outerwear,133.32,72,9,Yes,2025-03-19
1253,Women,Clothing,Outerwear,158.14,70,4,No,2025-05-02
1254,Kids,Accessories,Footwear,126.57,139,22,Yes,2025-09-30
1255,Men,Clothing,Tops,49.71,93,34,No,2025-04-21
1256,Women,Clothing,Outerwear,120.23,45,9,No,2025-03-30
1257,Women,Accessories,Accessories,15.29,122,12,No,2025-10-24
1258,Men,Perfume,Perfume,47.93,57,22,No,2025-12-25
1259,Women,Accessories,Footwear,122.36,102,9,Yes,2025-07-18
1260,Kids,Clothing,Bottoms,61.79,42,20,Yes,2025-01-06
1261,Women,Clothing,Bottoms,34.14,88,21,No,2025-02-16
1262,Men,Perfume,Perfume,34.68,158,17,No,2025-12-14
1263,Men,Clothing,Dresses,36.6,65,22,No,2025-12-15
1264,Kids,Accessories,Footwear,88.95,50,7,No,2025-09-27
1265,Women,Clothing,Tops,58.57,83,25,Yes,2025-04-24
1266,Kids,Clothing,Dresses,33.36,186,19,Yes,2025-01-04
1267,Men,Clothing,Outerwear,159.99,129,7,No,2025-07-06
1268,Women,Clothing,Bottoms,69.29,40,17,No,2025-03-11
1269,Men,Accessories,Footwear,40.04,75,9,Yes,2025-05-08
1270,Kids,Accessories,Accessories,13.78,51,11,Yes,2025-02-17
1271,Women,Accessories,Accessories,19.04,79,22,No,2025-08-27
1272,Men,Accessories,Accessories,11.61,78,37,No,2025-10-24
1273,Women,Clothing,Outerwear,171.32,196,9,No,2025-03-10
1274,Women,Clothing,Outerwear,119.13,179,11,No,2025-02-18
1275,Kids,Accessories,Accessories,20.92,21,18,Yes,2025-03-02
1276,Men,Clothing,Bottoms,32.88,197,7,No,2025-02-19
1277,Men,Accessories,Accessories,39.01,34,10,No,2025-09-04
1278,Women,Clothing,Bottoms,31.57,113,6,No,2025-03-29
1279,Men,Accessories,Footwear,87.89,108,19,Yes,2025-01-27
1280,Women,Accessories,Accessories,32.14,31,23,No,2025-06-09
1281,Men,Perfume,Perfume,76.53,80,18,No,2025-03-21
1282,Kids,Accessories,Accessories,15.85,178,20,No,2025-10-19
1283,Women,Accessories,Accessories,24.68,94,39,Yes,2025-04-27
1284,Kids,Accessories,Accessories,26.7,65,26,Yes,2025-12-02
1285,Men,Accessories,Accessories,32.81,141,26,No,2025-05-30
1286,Kids,Accessories,Accessories,31.13,191,13,No,2025-11-18
1287,Men,Sportswear,Sportswear,45.53,156,17,No,2025-01-02
1288,Women,Perfume,Perfume,45.35,76,21,Yes,2025-07-14
1289,Women,Clothing,Tops,45.75,73,17,No,2025-03-02
1290,Kids,Accessories,Footwear,95.7,50,5,No,2025-01-11
1291,Men,Accessories,Footwear,104.96,50,20,No,2025-02-16
1292,Women,Clothing,Tops,51.57,100,36,Yes,2025-04-17
1293,Men,Clothing,Dresses,67.56,31,9,No,2025-02-28
1294,Kids,Accessories,Footwear,55.81,164,11,No,2025-11-07
1295,Men,Sportswear,Sportswear,53.39,40,24,No,2025-03-08
1296,Men,Clothing,Bottoms,34.65,83,12,No,2025-03-09
1297,Women,Clothing,Bottoms,48.77,23,19,Yes,2025-03-15
1298,Kids,Accessories,Footwear,103.27,148,7,Yes,2025-07-05
1299,Kids,Clothing,Bottoms,63.72,86,9,No,2025-03-30
1300,Men,Sportswear,Sportswear,32.01,141,8,No,2025-08-07
1301,Men,Accessories,Footwear,103.72,104,13,Yes,2025-10-04
1302,Men,Perfume,Perfume,31.71,45,13,No,2025-10-21
1303,Kids,Clothing,Outerwear,179.87,79,4,No,2025-03-02
1304,Women,Perfume,Perfume,79.78,41,18,No,2025-05-22
1305,Men,Clothing,Dresses,80.2,74,23,No,2025-06-10
1306,Men,Clothing,Dresses,48.51,50,20,No,2025-07-24
1307,Women,Accessories,Accessories,36.15,150,36,No,2025-03-28
1308,Men,Sportswear,Sportswear,38.73,88,7,No,2025-11-23
1309,Kids,Accessories,Accessories,20.11,49,37,No,2025-11-08
1310,Men,Perfume,Perfume,50.22,132,12,No,2025-05-12
1311,Women,Clothing,Outerwear,93.15,57,3,Yes,2025-09-17
1312,Kids,Accessories,Footwear,94.6,52,12,No,2025-06-22
1313,Kids,Accessories,Accessories,33.09,101,39,No,2025-02-11
1314,Men,Accessories,Accessories,11.69,134,35,No,2025-06-28
1315,Women,Accessories,Accessories,28.38,171,18,No,2025-07-18
1316,Kids,Clothing,Tops,52.62,169,20,No,2025-03-26
1317,Kids,Accessories,Footwear,114.41,28,5,Yes,2025-08-26
1318,Women,Clothing,Dresses,87.68,36,10,No,2025-03-25
1319,Kids,Clothing,Tops,40.77,27,26,No,2025-05-01
1320,Men,Perfume,Perfume,50.47,105,18,No,2025-03-12
1321,Men,Perfume,Perfume,50.02,31,15,No,2025-02-01
1322,Men,Accessories,Footwear,43.39,38,24,No,2025-09-27
1323,Men,Accessories,Footwear,40.75,87,15,No,2025-04-07
1324,Kids,Clothing,Dresses,30.08,46,21,No,2025-10-28
1325,Women,Clothing,Tops,42.38,25,18,No,2025-03-21
1326,Women,Clothing,Dresses,83.22,155,7,Yes,2025-11-21
1327,Kids,Accessories,Accessories,15.3,136,10,No,2025-08-19
1328,Kids,Accessories,Accessories,20.09,154,23,No,2025-11-15
1329,Men,Sportswear,Sportswear,46.85,163,24,No,2025-03-17
1330,Men,Clothing,Bottoms,68.47,32,12,No,2025-09-25
1331,Men,Perfume,Perfume,61.44,140,22,No,2025-07-29
1332,Women,Clothing,Tops,40.96,192,26,No,2025-02-15
1333,Kids,Clothing,Dresses,82.97,113,22,No,2025-02-23
1334,Women,Clothing,Outerwear,99.92,117,8,Yes,2025-11-13
1335,Women,Clothing,Tops,20.39,68,18,No,2025-06-27
1336,Men,Perfume,Perfume,24.39,96,12,No,2025-09-25
1337,Men,Clothing,Tops,36.46,142,39,Yes,2025-08-04
